,Mean,2.5%,97.5%,ESS,Rhat
"beta_Education[2,2]",-0.1,-1.36,1.15,1108,1.0
"beta_Education[1,3]",0.1,-1.38,1.55,1683,1.0
"beta_Education[2,3]",0.41,-0.86,1.71,1173,1.0
"beta_Education[1,4]",0.88,-0.53,2.33,1739,1.0
"beta_Education[2,4]",-0.16,-1.41,1.13,1089,1.0
"beta_Education[1,5]",0.37,-1.11,1.87,2029,1.0
"beta_Education[2,5]",0.3,-1.03,1.61,1247,1.0
"beta_Education[1,6]",-0.02,-1.74,1.7,2120,1.0
"beta_Education[2,6]",0.43,-0.96,1.78,1286,1.0
mu_beta_Education[1],-0.01,-1.5,1.44,2509,1.0
mu_beta_Education[2],-0.06,-1.43,1.24,2300,1.0
mu_beta_Education[3],0.17,-1.18,1.52,2310,1.0
mu_beta_Education[4],0.24,-1.06,1.53,2243,1.0
mu_beta_Education[5],0.2,-1.22,1.58,2565,1.0
mu_beta_Education[6],0.13,-1.28,1.52,2163,1.0
"beta_Employment[1,1]",-0.49,-2.01,0.95,1555,1.0
"beta_Employment[2,1]",0.34,-1.03,1.7,1163,1.0
"beta_Employment[1,2]",0.72,-0.98,2.37,2019,1.0
"beta_Employment[2,2]",0.21,-1.26,1.62,1372,1.0
"beta_Employment[1,3]",-0.11,-1.93,1.78,2183,1.0
"beta_Employment[2,3]",0.01,-1.53,1.56,1456,1.0
"beta_Employment[1,4]",0.13,-1.93,2.15,2195,1.0
"beta_Employment[2,4]",0.28,-1.33,1.87,1481,1.0
"beta_Employment[1,5]",0.87,-0.82,2.53,1984,1.0
"beta_Employment[2,5]",0.1,-1.31,1.49,1338,1.0
mu_beta_Employment[1],-0.05,-1.39,1.32,2043,1.0
mu_beta_Employment[2],0.33,-1.06,1.73,2360,1.0
mu_beta_Employment[3],-0.03,-1.48,1.48,2409,1.0
mu_beta_Employment[4],0.13,-1.37,1.62,2286,1.0
mu_beta_Employment[5],0.31,-1.13,1.72,2199,1.0
"beta_Religion[1,1]",-0.7,-2.29,0.8,1686,1.0
"beta_Religion[2,1]",0.13,-1.28,1.48,1358,1.0
"beta_Religion[1,2]",0.3,-2.19,2.78,3607,1.0
"beta_Religion[2,2]",0.22,-1.83,2.26,3301,1.0
"beta_Religion[1,3]",1.02,-0.87,2.97,2280,1.0
"beta_Religion[2,3]",0.25,-1.35,1.78,1756,1.0
"beta_Religion[1,4]",0.44,-1.1,1.97,1831,1.0
"beta_Religion[2,4]",0.2,-1.2,1.52,1434,1.0
"beta_Religion[1,5]",0.0,-1.58,1.6,1868,1.0
"beta_Religion[2,5]",0.16,-1.27,1.53,1394,1.0
mu_beta_Religion[1],-0.19,-1.59,1.2,2371,1.0
mu_beta_Religion[2],0.17,-1.52,1.84,3023,1.0
mu_beta_Religion[3],0.41,-1.08,1.91,2305,1.0
mu_beta_Religion[4],0.21,-1.19,1.59,2224,1.0
mu_beta_Religion[5],0.06,-1.37,1.48,2333,1.0
"beta_Political[1,1]",0.17,-1.35,1.65,2195,1.0
"beta_Political[2,1]",0.28,-1.03,1.59,1393,1.0
"beta_Political[1,2]",-0.05,-1.5,1.4,2161,1.0
"beta_Political[2,2]",0.17,-1.11,1.43,1441,1.0
"beta_Political[1,3]",0.39,-1.32,2.12,2473,1.0
"beta_Political[2,3]",-0.24,-1.67,1.2,1661,1.0
"beta_Political[1,4]",0.05,-1.82,1.96,3294,1.0
"beta_Political[2,4]",-0.15,-1.69,1.37,1809,1.0
"beta_Political[1,5]",0.45,-0.99,1.91,2108,1.0
"beta_Political[2,5]",0.85,-0.39,2.14,1395,1.0
mu_beta_Political[1],0.14,-1.22,1.52,2665,1.0
mu_beta_Political[2],0.04,-1.35,1.39,2611,1.0
mu_beta_Political[3],0.05,-1.31,1.41,2732,1.0
mu_beta_Political[4],-0.04,-1.47,1.41,2724,1.0
mu_beta_Political[5],0.44,-0.91,1.76,2703,1.0
"beta_Ethnicity[1,1]",0.34,-1.29,1.92,1971,1.0
"beta_Ethnicity[2,1]",0.2,-1.21,1.66,1623,1.0
"beta_Ethnicity[1,2]",0.84,-1.12,2.85,2865,1.0
"beta_Ethnicity[2,2]",0.24,-1.29,1.83,1964,1.0
"beta_Ethnicity[1,3]",0.07,-1.68,1.87,2263,1.0
"beta_Ethnicity[2,3]",0.25,-1.29,1.75,1829,1.0
"beta_Ethnicity[1,4]",-0.23,-2.15,1.62,2676,1.0
"beta_Ethnicity[2,4]",0.22,-1.4,1.92,2200,1.0
mu_beta_Ethnicity[1],0.18,-1.3,1.58,2505,1.0
mu_beta_Ethnicity[2],0.37,-1.15,1.89,2832,1.0
mu_beta_Ethnicity[3],0.1,-1.38,1.59,2558,1.0
mu_beta_Ethnicity[4],-0.0,-1.44,1.5,2723,1.0
"beta_Income[1,1]",0.6,-0.83,2.06,1850,1.0
"beta_Income[2,1]",0.44,-0.79,1.65,1300,1.0
"beta_Income[1,2]",-0.54,-1.9,0.85,1837,1.0
"beta_Income[2,2]",0.24,-0.92,1.44,1314,1.0
"beta_Income[1,3]",0.24,-1.23,1.67,1987,1.0
"beta_Income[2,3]",-0.1,-1.36,1.09,1348,1.0
"beta_Income[1,4]",0.63,-0.77,2.01,1748,1.0
"beta_Income[2,4]",-0.07,-1.3,1.11,1269,1.0
"beta_Income[1,5]",0.15,-1.35,1.68,2042,1.0
"beta_Income[2,5]",0.48,-0.78,1.7,1352,1.0
"beta_Income[1,6]",-0.02,-1.63,1.58,2284,1.0
"beta_Income[2,6]",-0.08,-1.37,1.24,1311,1.0
mu_beta_Income[1],0.34,-1.04,1.64,2048,1.0
mu_beta_Income[2],-0.11,-1.43,1.22,2780,1.0
mu_beta_Income[3],0.05,-1.31,1.36,2623,1.0
mu_beta_Income[4],0.18,-1.15,1.52,2457,1.0
mu_beta_Income[5],0.2,-1.13,1.54,2473,1.0
mu_beta_Income[6],-0.04,-1.42,1.34,2633,1.0
"beta_Trust_Television[1,1]",0.6,-1.37,2.62,1920,1.0
"beta_Trust_Television[2,1]",0.55,-1.36,2.49,2286,1.0
"beta_Trust_Television[1,2]",0.46,-1.51,2.45,1980,1.0
"beta_Trust_Television[2,2]",0.36,-1.58,2.31,2294,1.0
mu_beta_Trust_Television[1],0.38,-1.19,1.98,2304,1.0
mu_beta_Trust_Television[2],0.27,-1.33,1.84,2201,1.0
"beta_Trust_Radio[1,1]",0.35,-1.87,2.44,2325,1.0
"beta_Trust_Radio[2,1]",0.36,-1.65,2.38,2128,1.0
"beta_Trust_Radio[1,2]",0.77,-1.37,2.97,2387,1.0
"beta_Trust_Radio[2,2]",0.63,-1.36,2.6,2038,1.0
mu_beta_Trust_Radio[1],0.24,-1.38,1.88,2307,1.0
mu_beta_Trust_Radio[2],0.47,-1.2,2.14,2332,1.0
"beta_Trust_Newspapers[1,1]",0.57,-1.47,2.7,2009,1.0
"beta_Trust_Newspapers[2,1]",0.74,-1.11,2.64,1787,1.0
"beta_Trust_Newspapers[1,2]",0.51,-1.54,2.59,1855,1.0
"beta_Trust_Newspapers[2,2]",0.21,-1.67,2.13,1819,1.0
mu_beta_Trust_Newspapers[1],0.43,-1.14,2.03,1947,1.0
mu_beta_Trust_Newspapers[2],0.23,-1.31,1.83,2290,1.0
"beta_Trust_Govt_Briefings[1,1]",0.25,-1.77,2.24,2236,1.0
"beta_Trust_Govt_Briefings[2,1]",0.7,-1.26,2.65,2082,1.0
"beta_Trust_Govt_Briefings[1,2]",0.82,-1.12,2.81,2317,1.0
"beta_Trust_Govt_Briefings[2,2]",0.21,-1.81,2.14,2057,1.0
mu_beta_Trust_Govt_Briefings[1],0.3,-1.33,1.95,2536,1.0
mu_beta_Trust_Govt_Briefings[2],0.35,-1.2,1.94,2465,1.0
"beta_Trust_National_Health_Authorities[1,1]",0.43,-1.58,2.41,2116,1.0
"beta_Trust_National_Health_Authorities[2,1]",0.34,-1.54,2.23,2014,1.0
"beta_Trust_National_Health_Authorities[1,2]",0.65,-1.36,2.65,2167,1.0
"beta_Trust_National_Health_Authorities[2,2]",0.62,-1.3,2.51,1995,1.0
mu_beta_Trust_National_Health_Authorities[1],0.26,-1.36,1.82,2331,1.0
mu_beta_Trust_National_Health_Authorities[2],0.43,-1.2,2.01,2278,1.0
"beta_Trust_International_Health_Authorities[1,1]",0.56,-1.34,2.5,2413,1.0
"beta_Trust_International_Health_Authorities[2,1]",0.45,-1.47,2.42,2301,1.0
"beta_Trust_International_Health_Authorities[1,2]",0.49,-1.43,2.43,2317,1.0
"beta_Trust_International_Health_Authorities[2,2]",0.49,-1.46,2.39,2248,1.0
mu_beta_Trust_International_Health_Authorities[1],0.33,-1.24,1.91,2604,1.0
mu_beta_Trust_International_Health_Authorities[2],0.33,-1.18,1.93,2666,1.0
"beta_Trust_Healthcare_Workers[1,1]",0.51,-1.51,2.47,1832,1.0
"beta_Trust_Healthcare_Workers[2,1]",0.54,-1.45,2.5,1696,1.0
"beta_Trust_Healthcare_Workers[1,2]",0.59,-1.41,2.58,1932,1.0
"beta_Trust_Healthcare_Workers[2,2]",0.42,-1.57,2.37,1750,1.0
mu_beta_Trust_Healthcare_Workers[1],0.35,-1.26,1.89,1978,1.0
mu_beta_Trust_Healthcare_Workers[2],0.33,-1.27,1.94,2150,1.0
"beta_Trust_Scientists[1,1]",0.25,-1.78,2.24,2185,1.0
"beta_Trust_Scientists[2,1]",0.14,-1.79,2.09,2253,1.0
"beta_Trust_Scientists[1,2]",0.75,-1.25,2.72,2230,1.0
"beta_Trust_Scientists[2,2]",0.74,-1.15,2.71,2156,1.0
mu_beta_Trust_Scientists[1],0.14,-1.45,1.81,2487,1.0
mu_beta_Trust_Scientists[2],0.5,-1.14,2.08,2720,1.0
"beta_Trust_Govt_Websites[1,1]",0.38,-1.61,2.36,1825,1.0
"beta_Trust_Govt_Websites[2,1]",0.41,-1.54,2.31,1762,1.0
"beta_Trust_Govt_Websites[1,2]",0.73,-1.26,2.69,1793,1.0
"beta_Trust_Govt_Websites[2,2]",0.55,-1.41,2.42,1794,1.0
mu_beta_Trust_Govt_Websites[1],0.27,-1.3,1.89,1871,1.0
mu_beta_Trust_Govt_Websites[2],0.44,-1.12,2.07,2433,1.0
"beta_Trust_Social_Media[1,1]",1.01,-1.11,3.1,2209,1.0
"beta_Trust_Social_Media[2,1]",0.41,-1.48,2.33,2055,1.0
"beta_Trust_Social_Media[1,2]",0.09,-1.87,2.18,2088,1.0
"beta_Trust_Social_Media[2,2]",0.57,-1.33,2.47,1864,1.0
mu_beta_Trust_Social_Media[1],0.47,-1.14,2.08,2271,1.0
mu_beta_Trust_Social_Media[2],0.22,-1.39,1.78,2106,1.0
"beta_Trust_Celebrities[1,1]",2.22,-0.08,4.58,2949,1.0
"beta_Trust_Celebrities[2,1]",1.72,-0.26,3.77,2526,1.0
"beta_Trust_Celebrities[1,2]",-1.09,-3.55,1.4,3234,1.0
"beta_Trust_Celebrities[2,2]",-0.74,-2.76,1.36,2449,1.0
mu_beta_Trust_Celebrities[1],1.31,-0.33,2.97,2795,1.0
mu_beta_Trust_Celebrities[2],-0.6,-2.27,1.21,2611,1.0
"beta_Trust_Search_Engines[1,1]",0.48,-1.61,2.5,2360,1.0
"beta_Trust_Search_Engines[2,1]",0.05,-1.95,2.04,2273,1.0
"beta_Trust_Search_Engines[1,2]",0.66,-1.49,2.73,2405,1.0
"beta_Trust_Search_Engines[2,2]",0.89,-1.19,2.85,2181,1.0
mu_beta_Trust_Search_Engines[1],0.18,-1.44,1.79,2410,1.0
mu_beta_Trust_Search_Engines[2],0.52,-1.16,2.17,2674,1.0
"beta_Trust_Family_and_friends[1,1]",0.46,-1.57,2.52,2366,1.0
"beta_Trust_Family_and_friends[2,1]",0.27,-1.63,2.19,2050,1.0
"beta_Trust_Family_and_friends[1,2]",0.61,-1.43,2.65,2327,1.0
"beta_Trust_Family_and_friends[2,2]",0.68,-1.24,2.62,2075,1.0
mu_beta_Trust_Family_and_friends[1],0.24,-1.37,1.81,2662,1.0
mu_beta_Trust_Family_and_friends[2],0.43,-1.18,2.04,2466,1.0
"beta_Trust_Work_Guidelines[1,1]",0.63,-1.5,2.71,2713,1.0
"beta_Trust_Work_Guidelines[2,1]",0.73,-1.24,2.69,1880,1.0
"beta_Trust_Work_Guidelines[1,2]",0.52,-1.61,2.57,2627,1.0
"beta_Trust_Work_Guidelines[2,2]",0.31,-1.63,2.28,1877,1.0
mu_beta_Trust_Work_Guidelines[1],0.45,-1.15,1.98,2427,1.0
mu_beta_Trust_Work_Guidelines[2],0.27,-1.34,1.88,2613,1.0
"beta_Trust_Other[1,1]",-0.21,-2.62,2.13,2861,1.0
"beta_Trust_Other[2,1]",-0.3,-2.46,1.89,2154,1.0
"beta_Trust_Other[1,2]",1.33,-1.23,3.84,3318,1.0
"beta_Trust_Other[2,2]",1.27,-0.91,3.47,2433,1.0
mu_beta_Trust_Other[1],-0.17,-1.86,1.48,2411,1.0
mu_beta_Trust_Other[2],0.87,-0.88,2.59,2288,1.0
"beta_Trust_None_of_these[1,1]",0.48,-1.47,2.48,2068,1.0
"beta_Trust_None_of_these[2,1]",0.03,-1.87,1.97,2013,1.0
"beta_Trust_None_of_these[1,2]",0.52,-1.51,2.58,2166,1.0
"beta_Trust_None_of_these[2,2]",0.86,-1.1,2.77,1975,1.0
mu_beta_Trust_None_of_these[1],0.17,-1.42,1.78,2284,1.0
mu_beta_Trust_None_of_these[2],0.45,-1.08,2.0,2331,1.0
mu_delta[1],1.61,0.37,3.8,4434,1.0
mu_delta[2],1.44,0.3,3.41,4866,1.0
mu_delta[3],1.69,0.36,3.98,4428,1.0
"delta[1,1]",0.33,0.29,0.38,3105,1.0
"delta[2,1]",0.35,0.32,0.38,3544,1.0
"delta[1,2]",0.29,0.24,0.35,4428,1.0
"delta[2,2]",0.28,0.24,0.31,5252,1.0
"delta[1,3]",0.37,0.29,0.45,3123,1.0
"delta[2,3]",0.37,0.32,0.42,3844,1.0
mu_alpha[1],1.2,0.06,2.37,5938,1.0
mu_alpha[2],3.49,2.36,4.61,5557,1.0
mu_alpha[3],5.13,3.96,6.28,4891,1.0
"alpha[1,1]",2.18,1.91,2.47,4556,1.0
"alpha[2,1]",1.41,1.29,1.54,4806,1.0
"alpha[1,2]",6.12,5.64,6.63,4886,1.0
"alpha[2,2]",4.38,4.16,4.61,5328,1.0
"alpha[1,3]",8.82,8.15,9.54,4898,1.0
"alpha[2,3]",6.55,6.25,6.87,5436,1.0
