,Mean,2.5%,97.5%,ESS,Rhat
"beta_Religion[2,1]",0.17,-1.07,1.41,2625,1.0
"beta_Religion[1,2]",0.19,-1.28,1.66,2989,1.0
"beta_Religion[2,2]",-0.31,-1.58,0.98,2706,1.0
"beta_Religion[1,3]",-0.34,-1.72,1.02,2658,1.0
"beta_Religion[2,3]",-0.43,-1.75,0.83,2772,1.0
"beta_Religion[1,4]",-0.09,-1.45,1.24,2526,1.0
"beta_Religion[2,4]",-0.06,-1.29,1.2,2682,1.0
"beta_Religion[1,5]",-0.12,-1.41,1.15,2502,1.0
"beta_Religion[2,5]",0.16,-1.07,1.41,2683,1.0
mu_beta_Religion[1],0.03,-1.32,1.41,3857,1.0
mu_beta_Religion[2],-0.03,-1.39,1.36,3942,1.0
mu_beta_Religion[3],-0.28,-1.58,1.04,4730,1.0
mu_beta_Religion[4],-0.05,-1.44,1.38,3648,1.0
mu_beta_Religion[5],0.02,-1.31,1.38,3658,1.0
"beta_Political[1,1]",-0.16,-1.75,1.46,2816,1.0
"beta_Political[2,1]",-0.22,-1.79,1.37,3032,1.0
"beta_Political[1,2]",-0.26,-1.88,1.37,2854,1.0
"beta_Political[2,2]",-0.27,-1.84,1.32,3091,1.0
"beta_Political[1,3]",-0.02,-1.64,1.59,2890,1.0
"beta_Political[2,3]",0.02,-1.54,1.6,3082,1.0
mu_beta_Political[1],-0.13,-1.55,1.27,3866,1.0
mu_beta_Political[2],-0.18,-1.65,1.3,3320,1.0
mu_beta_Political[3],0.01,-1.43,1.46,3641,1.0
"beta_Ethnicity[1,1]",-0.27,-1.51,1.0,2149,1.0
"beta_Ethnicity[2,1]",-0.04,-1.29,1.22,2408,1.0
"beta_Ethnicity[1,2]",-0.42,-1.71,0.9,2147,1.0
"beta_Ethnicity[2,2]",-0.11,-1.37,1.16,2364,1.0
"beta_Ethnicity[1,3]",-0.09,-1.38,1.22,2218,1.0
"beta_Ethnicity[2,3]",0.23,-1.0,1.49,2403,1.0
"beta_Ethnicity[1,4]",-0.38,-1.72,0.96,2394,1.0
"beta_Ethnicity[2,4]",-0.48,-1.77,0.8,2461,1.0
"beta_Ethnicity[1,5]",0.71,-0.61,2.04,2232,1.0
"beta_Ethnicity[2,5]",-0.09,-1.35,1.17,2402,1.0
mu_beta_Ethnicity[1],-0.1,-1.46,1.22,3326,1.0
mu_beta_Ethnicity[2],-0.19,-1.55,1.17,3391,1.0
mu_beta_Ethnicity[3],0.05,-1.31,1.41,3667,1.0
mu_beta_Ethnicity[4],-0.29,-1.61,1.04,3523,1.0
mu_beta_Ethnicity[5],0.2,-1.13,1.55,3690,1.0
"beta_Income[1,1]",0.33,-0.82,1.5,2170,1.0
"beta_Income[2,1]",0.09,-1.08,1.25,1648,1.0
"beta_Income[1,2]",0.02,-1.15,1.2,2128,1.0
"beta_Income[2,2]",0.03,-1.15,1.18,1648,1.0
"beta_Income[1,3]",0.09,-1.07,1.27,2147,1.0
"beta_Income[2,3]",-0.25,-1.42,0.9,1665,1.0
"beta_Income[1,4]",-0.13,-1.26,1.05,2006,1.0
"beta_Income[2,4]",-0.06,-1.23,1.08,1703,1.0
"beta_Income[1,5]",-0.56,-1.72,0.67,1943,1.0
"beta_Income[2,5]",0.05,-1.12,1.2,1695,1.0
"beta_Income[1,6]",-0.06,-1.29,1.19,2041,1.0
"beta_Income[2,6]",-0.12,-1.31,1.03,1698,1.0
mu_beta_Income[1],0.14,-1.15,1.45,3425,1.0
mu_beta_Income[2],0.01,-1.3,1.32,3224,1.0
mu_beta_Income[3],-0.05,-1.31,1.24,3652,1.0
mu_beta_Income[4],-0.06,-1.4,1.28,3583,1.0
mu_beta_Income[5],-0.19,-1.55,1.18,4013,1.0
mu_beta_Income[6],-0.06,-1.4,1.26,3551,1.0
"beta_Trust_Television[1,1]",-0.02,-1.93,1.97,3881,1.0
"beta_Trust_Television[2,1]",-0.2,-2.1,1.7,3848,1.0
"beta_Trust_Television[1,2]",-0.36,-2.3,1.61,3807,1.0
"beta_Trust_Television[2,2]",-0.18,-2.05,1.74,3848,1.0
mu_beta_Trust_Television[1],-0.08,-1.69,1.5,3939,1.0
mu_beta_Trust_Television[2],-0.19,-1.77,1.43,4014,1.0
"beta_Trust_Radio[1,1]",-0.03,-1.92,1.89,3853,1.0
"beta_Trust_Radio[2,1]",-0.08,-2.03,1.83,3652,1.0
"beta_Trust_Radio[1,2]",-0.34,-2.25,1.61,3849,1.0
"beta_Trust_Radio[2,2]",-0.27,-2.23,1.65,3668,1.0
mu_beta_Trust_Radio[1],-0.04,-1.58,1.54,3871,1.0
mu_beta_Trust_Radio[2],-0.21,-1.82,1.36,3971,1.0
"beta_Trust_Newspapers[1,1]",-0.03,-1.92,1.96,3357,1.0
"beta_Trust_Newspapers[2,1]",-0.14,-2.01,1.81,3619,1.0
"beta_Trust_Newspapers[1,2]",-0.31,-2.17,1.68,3356,1.0
"beta_Trust_Newspapers[2,2]",-0.27,-2.17,1.68,3649,1.0
mu_beta_Trust_Newspapers[1],-0.06,-1.6,1.52,3659,1.0
mu_beta_Trust_Newspapers[2],-0.19,-1.71,1.36,3764,1.0
"beta_Trust_White_House_Briefings[1,1]",-0.1,-2.01,1.78,3375,1.0
"beta_Trust_White_House_Briefings[2,1]",-0.26,-2.21,1.68,3897,1.0
"beta_Trust_White_House_Briefings[1,2]",-0.26,-2.18,1.65,3423,1.0
"beta_Trust_White_House_Briefings[2,2]",-0.13,-2.05,1.83,3880,1.0
mu_beta_Trust_White_House_Briefings[1],-0.11,-1.71,1.52,3759,1.0
mu_beta_Trust_White_House_Briefings[2],-0.12,-1.7,1.49,3680,1.0
"beta_Trust_State_Govt_Briefings[1,1]",-0.09,-1.96,1.77,3568,1.0
"beta_Trust_State_Govt_Briefings[2,1]",-0.12,-2.06,1.78,4051,1.0
"beta_Trust_State_Govt_Briefings[1,2]",-0.26,-2.13,1.64,3608,1.0
"beta_Trust_State_Govt_Briefings[2,2]",-0.22,-2.14,1.68,4111,1.0
mu_beta_Trust_State_Govt_Briefings[1],-0.06,-1.58,1.53,3899,1.0
mu_beta_Trust_State_Govt_Briefings[2],-0.17,-1.73,1.33,3791,1.0
"beta_Trust_National_Health_Authorities[1,1]",-0.23,-2.19,1.78,3399,1.0
"beta_Trust_National_Health_Authorities[2,1]",-0.17,-2.03,1.76,3611,1.0
"beta_Trust_National_Health_Authorities[1,2]",-0.14,-2.13,1.84,3397,1.0
"beta_Trust_National_Health_Authorities[2,2]",-0.22,-2.1,1.74,3594,1.0
mu_beta_Trust_National_Health_Authorities[1],-0.12,-1.7,1.44,3760,1.0
mu_beta_Trust_National_Health_Authorities[2],-0.12,-1.72,1.47,3567,1.0
"beta_Trust_International_Health_Authorities[1,1]",-0.18,-2.2,1.83,3770,1.0
"beta_Trust_International_Health_Authorities[2,1]",-0.16,-2.14,1.82,3835,1.0
"beta_Trust_International_Health_Authorities[1,2]",-0.22,-2.2,1.77,3775,1.0
"beta_Trust_International_Health_Authorities[2,2]",-0.25,-2.22,1.76,3789,1.0
mu_beta_Trust_International_Health_Authorities[1],-0.12,-1.74,1.57,3701,1.0
mu_beta_Trust_International_Health_Authorities[2],-0.15,-1.74,1.46,4089,1.0
"beta_Trust_Healthcare_Workers[1,1]",-0.04,-1.93,1.9,4202,1.0
"beta_Trust_Healthcare_Workers[2,1]",-0.16,-2.07,1.73,3636,1.0
"beta_Trust_Healthcare_Workers[1,2]",-0.35,-2.27,1.59,4147,1.0
"beta_Trust_Healthcare_Workers[2,2]",-0.24,-2.16,1.66,3604,1.0
mu_beta_Trust_Healthcare_Workers[1],-0.06,-1.66,1.49,3838,1.0
mu_beta_Trust_Healthcare_Workers[2],-0.19,-1.78,1.38,4160,1.0
"beta_Trust_Scientists[1,1]",-0.15,-2.04,1.69,4275,1.0
"beta_Trust_Scientists[2,1]",-0.27,-2.13,1.66,3831,1.0
"beta_Trust_Scientists[1,2]",-0.23,-2.15,1.64,4239,1.0
"beta_Trust_Scientists[2,2]",-0.09,-1.93,1.83,3844,1.0
mu_beta_Trust_Scientists[1],-0.14,-1.74,1.46,3931,1.0
mu_beta_Trust_Scientists[2],-0.11,-1.65,1.48,4139,1.0
"beta_Trust_Govt_Websites[1,1]",-0.21,-2.17,1.73,3185,1.0
"beta_Trust_Govt_Websites[2,1]",-0.16,-2.13,1.86,3413,1.0
"beta_Trust_Govt_Websites[1,2]",-0.19,-2.12,1.73,3023,1.0
"beta_Trust_Govt_Websites[2,2]",-0.26,-2.23,1.79,3409,1.0
mu_beta_Trust_Govt_Websites[1],-0.13,-1.8,1.53,4120,1.0
mu_beta_Trust_Govt_Websites[2],-0.15,-1.74,1.47,3788,1.0
"beta_Trust_Social_Media[1,1]",-0.16,-2.05,1.79,3363,1.0
"beta_Trust_Social_Media[2,1]",-0.19,-2.06,1.79,3732,1.0
"beta_Trust_Social_Media[1,2]",-0.17,-2.12,1.76,3378,1.0
"beta_Trust_Social_Media[2,2]",-0.2,-2.1,1.75,3683,1.0
mu_beta_Trust_Social_Media[1],-0.12,-1.73,1.47,3520,1.0
mu_beta_Trust_Social_Media[2],-0.13,-1.72,1.51,3786,1.0
"beta_Trust_Celebrities[1,1]",-0.3,-2.19,1.67,3177,1.0
"beta_Trust_Celebrities[2,1]",0.01,-1.91,1.95,4136,1.0
"beta_Trust_Celebrities[1,2]",-0.03,-1.97,1.94,3617,1.0
"beta_Trust_Celebrities[2,2]",-0.36,-2.3,1.54,4048,1.0
mu_beta_Trust_Celebrities[1],-0.1,-1.65,1.4,3786,1.0
mu_beta_Trust_Celebrities[2],-0.13,-1.72,1.46,3816,1.0
"beta_Trust_Search_Engines[1,1]",-0.25,-2.13,1.71,3381,1.0
"beta_Trust_Search_Engines[2,1]",-0.22,-2.13,1.65,3309,1.0
"beta_Trust_Search_Engines[1,2]",-0.12,-2.01,1.83,3311,1.0
"beta_Trust_Search_Engines[2,2]",-0.15,-2.04,1.72,3223,1.0
mu_beta_Trust_Search_Engines[1],-0.16,-1.67,1.39,3213,1.0
mu_beta_Trust_Search_Engines[2],-0.09,-1.7,1.49,3822,1.0
"beta_Trust_Family_and_friends[1,1]",0.05,-1.86,1.93,3746,1.0
"beta_Trust_Family_and_friends[2,1]",-0.23,-2.05,1.69,3823,1.0
"beta_Trust_Family_and_friends[1,2]",-0.45,-2.33,1.38,3622,1.0
"beta_Trust_Family_and_friends[2,2]",-0.21,-2.05,1.65,3840,1.0
mu_beta_Trust_Family_and_friends[1],-0.06,-1.63,1.52,3660,1.0
mu_beta_Trust_Family_and_friends[2],-0.22,-1.72,1.38,3832,1.0
"beta_Trust_Work_Guidelines[1,1]",-0.42,-2.44,1.5,3872,1.0
"beta_Trust_Work_Guidelines[2,1]",-0.27,-2.21,1.65,3724,1.0
"beta_Trust_Work_Guidelines[1,2]",0.03,-1.94,1.9,3813,1.0
"beta_Trust_Work_Guidelines[2,2]",-0.12,-2.02,1.84,3691,1.0
mu_beta_Trust_Work_Guidelines[1],-0.24,-1.83,1.33,4089,1.0
mu_beta_Trust_Work_Guidelines[2],-0.04,-1.64,1.5,3756,1.0
"beta_Trust_Other[1,1]",-0.23,-2.26,1.79,3742,1.0
"beta_Trust_Other[2,1]",-0.4,-2.36,1.61,3887,1.0
"beta_Trust_Other[1,2]",-0.16,-2.14,1.85,3971,1.0
"beta_Trust_Other[2,2]",-0.02,-2.01,2.0,3905,1.0
mu_beta_Trust_Other[1],-0.2,-1.88,1.44,4210,1.0
mu_beta_Trust_Other[2],-0.07,-1.68,1.56,4244,1.0
"beta_Trust_None_of_these[1,1]",-0.34,-2.28,1.62,4087,1.0
"beta_Trust_None_of_these[2,1]",-0.31,-2.26,1.68,3818,1.0
"beta_Trust_None_of_these[1,2]",-0.04,-2.0,1.93,3872,1.0
"beta_Trust_None_of_these[2,2]",-0.09,-2.03,1.94,3801,1.0
mu_beta_Trust_None_of_these[1],-0.23,-1.84,1.34,3914,1.0
mu_beta_Trust_None_of_these[2],-0.05,-1.64,1.59,4070,1.0
mu_beta,4.94,3.78,6.11,6711,1.0
beta[1],7.58,6.89,8.26,5033,1.0
beta[2],7.24,6.86,7.63,6058,1.0
mu_delta[1],1.76,0.37,4.07,5465,1.0
mu_delta[2],1.43,0.29,3.34,5114,1.0
mu_delta[3],1.59,0.35,3.71,4994,1.0
"delta[1,1]",0.39,0.34,0.44,6912,1.0
"delta[2,1]",0.38,0.35,0.4,6579,1.0
"delta[1,2]",0.27,0.21,0.33,5720,1.0
"delta[2,2]",0.29,0.26,0.33,6618,1.0
"delta[1,3]",0.34,0.28,0.4,5919,1.0
"delta[2,3]",0.33,0.29,0.37,6122,1.0
mu_alpha[1],-1.56,-3.02,-0.07,4246,1.0
mu_alpha[2],0.26,-1.23,1.74,4860,1.0
mu_alpha[3],1.57,0.11,3.09,4868,1.0
"alpha[1,1]",-2.37,-3.98,-0.7,4198,1.0
"alpha[2,1]",-2.32,-3.94,-0.7,4237,1.0
"alpha[1,2]",0.39,-1.19,2.04,4143,1.0
"alpha[2,2]",0.39,-1.23,2.01,4227,1.0
"alpha[1,3]",2.38,0.75,4.03,4211,1.0
"alpha[2,3]",2.32,0.71,3.98,4283,1.0
