,,,mean,2.5%,97.5%,counts
Treatment,Education,Level-3,-0.09643731040902079,-0.36784344247969414,0.1662183624148333,787
Treatment,Education,Other,0.13447868659880594,-0.2340532181982059,0.5026713573869817,234
Treatment,Employment,Unemployed,-0.2210325887210668,-0.5881175351899435,0.16099822656559504,165
Treatment,Employment,Student,-0.42057795567596423,-0.877859765739792,0.05276759762409436,134
Treatment,Employment,Retired,-0.2818258095588575,-0.6655167090880952,0.10145701707259394,496
Treatment,Employment,Other,-0.017581047686958864,-0.31726562476038767,0.2690089183785621,291
Treatment,Religion,Jewish,-0.00864976857814497,-0.8507956563108865,0.7509634821089844,34
Treatment,Religion,Muslim,-0.20163627083027658,-0.6871294816069444,0.2850992424922251,117
Treatment,Religion,Atheist,-0.12691759223721777,-0.3275132105775945,0.0704036552532337,1001
Treatment,Religion,Other,-0.09651445685214328,-0.3465397317624142,0.15113028057163574,562
Treatment,Political,Labour,-0.01821200211315545,-0.2330196395940433,0.18967906371887183,1060
Treatment,Political,Liberal-Democrat,-0.42025346116102985,-0.7862478912777213,-0.052486714411999306,220
Treatment,Political,SNP,0.1946943508687708,-0.2557746053220106,0.6451944018871016,109
Treatment,Political,Other,-0.05242375505778655,-0.2949062752877833,0.18825039653178202,633
Treatment,Ethnicity,Black,0.16936028945301201,-0.29073595978653916,0.6103862884635234,109
Treatment,Ethnicity,Asian,0.33502120134931146,-0.030567251937422216,0.6940680251446757,216
Treatment,Ethnicity,Other,0.16813095281997809,-0.44895163396128634,0.7597690344171223,54
Treatment,Income,Level-0,0.05962515591538771,-0.25600348748123514,0.3649420710173689,430
Treatment,Income,Level-1,0.03906250802976277,-0.24451378303793816,0.32804455296805735,593
Treatment,Income,Level-2,-0.10544570124103556,-0.3894139678870692,0.17330021314481836,581
Treatment,Income,Level-3,-0.09897142612862832,-0.36426680366971825,0.16689270684341437,726
Treatment,Income,Other,-0.04245073213616353,-0.44625310378511573,0.3497348085907933,179
Treatment,Trust:Television,Checked,-0.1041093272689527,-0.30392829739852123,0.09227840646370822,971
Treatment,Trust:Radio,Checked,0.12502768325167507,-0.20165957019135314,0.4422392570645078,266
Treatment,Trust:Newspapers,Checked,-0.2627364369363596,-0.5280384922967692,0.006942770567396306,415
Treatment,Trust:Govt. Briefings,Checked,-0.11639789124504998,-0.3232744053335844,0.08406700680161888,957
Treatment,Trust:National Health Authorities,Checked,-0.047534027421486234,-0.25373613701272363,0.1591557262204147,1775
Treatment,Trust:International Health Authorities,Checked,-0.07933737855135978,-0.27205374503854324,0.11419497954479071,1327
Treatment,Trust:Healthcare Workers,Checked,-0.07378154594120051,-0.26692580783519537,0.11340991752057515,1513
Treatment,Trust:Scientists,Checked,0.0349704673501956,-0.16160723399792618,0.23182696999935617,1513
Treatment,Trust:Govt. Websites,Checked,-0.025954776007574957,-0.22367260161492658,0.17158405608747698,1089
Treatment,Trust:Social Media,Checked,0.2461266046741519,-0.13044676013896156,0.613868490065358,198
Treatment,Trust:Celebrities,Checked,-0.4888404151827175,-1.0989376857974182,0.09627395680568417,78
Treatment,Trust:Search Engines,Checked,0.1916983926186698,-0.09840602837740475,0.47740219360284786,298
Treatment,Trust:Family and friends,Checked,0.24932887393778783,-0.013942330197921498,0.5190993845303026,340
Treatment,Trust:Work Guidelines,Checked,-0.013891217223004862,-0.34432025506513403,0.30816566918425287,260
Treatment,Trust:Other,Checked,0.6307498487936836,-0.3405199860949828,1.5675586870147122,18
Treatment,Trust:None of these,Checked,0.3490106007525097,-0.005737167592280483,0.6926292459914477,229
Treatment-Control,Age,25-34,-0.33756684681257515,-1.0326681738486267,0.36783059064593293,802
Treatment-Control,Age,35-44,-0.4008197284694063,-1.1052640628324328,0.32738307147274204,776
Treatment-Control,Age,45-54,-0.5612183788294101,-1.308257140941342,0.22061522264375294,690
Treatment-Control,Age,55-64,-0.544016602181623,-1.3753784205542274,0.28994503383240466,564
Treatment-Control,Age,65+,-1.1547830847117013,-2.235242976338336,-0.012790219301860131,664
Treatment-Control,Gender,Female,0.33132162965985523,-0.08021658530803503,0.7290538159953223,2283
Treatment-Control,Gender,Other,1.0248225967086666,-0.7801296013593418,2.8207659206434643,25
Treatment-Control,Education,Level-0,0.4930443788492212,-0.5432360370560891,1.5294232004987738,178
Treatment-Control,Education,Level-1,0.21679027127162243,-0.4027874836746145,0.8233415588028409,1151
Treatment-Control,Education,Level-2,0.3895400652967732,-0.24965942356584636,1.0392552395783885,691
Treatment-Control,Education,Level-3,0.046772451682069505,-0.5744280746364018,0.6455898398176262,1045
Treatment-Control,Education,Other,0.5010281733737219,-0.3268124255437533,1.3211899834730403,307
Treatment-Control,Employment,Unemployed,-1.0515625647910485,-1.8331074137564043,-0.257126265037839,221
Treatment-Control,Employment,Student,-0.7516937427050245,-1.6995274095147423,0.1772265400498297,198
Treatment-Control,Employment,Retired,0.09582353094983101,-0.8642426919986171,1.0364198456466387,647
Treatment-Control,Employment,Other,-0.30108707149735386,-0.9252494866012139,0.33515857616426675,401
Treatment-Control,Religion,Jewish,-1.4750856187595005,-3.0680994998086435,0.14220432506280134,44
Treatment-Control,Religion,Muslim,-0.8073482676247455,-1.8306907490214737,0.21181205756313365,151
Treatment-Control,Religion,Atheist,-0.3946539262535518,-0.8460482753694045,0.05727959765523775,1343
Treatment-Control,Religion,Other,-0.714125445521162,-1.2669990487668823,-0.1661419970557202,734
Treatment-Control,Political,Labour,0.013801215522140281,-0.4931003849468958,0.514870536158176,1410
Treatment-Control,Political,Liberal-Democrat,-0.4073154021697374,-1.1452174814143194,0.3342742220494621,307
Treatment-Control,Political,SNP,0.1353061262211348,-0.828551829543487,1.1182690144110994,153
Treatment-Control,Political,Other,0.010065659331840735,-0.5719245457938603,0.5834635930814763,845
Treatment-Control,Ethnicity,Black,-0.3043764649687609,-1.3741582086070543,0.756855457606146,136
Treatment-Control,Ethnicity,Asian,0.47253279598819325,-0.246343261268191,1.2177388060690786,298
Treatment-Control,Ethnicity,Other,0.6245884840661524,-0.5180138449650267,1.7542849572080779,73
Treatment-Control,Income,Level-0,-0.03436508839845065,-0.7382977856784093,0.6720850498387357,584
Treatment-Control,Income,Level-1,0.3190990953541779,-0.34173850198285377,0.9730691624669418,790
Treatment-Control,Income,Level-2,-0.1280705328190297,-0.7791888294396759,0.520556478590637,748
Treatment-Control,Income,Level-3,-0.21416674521802084,-0.8154415236622431,0.3966113044412772,956
Treatment-Control,Income,Other,0.04546266158403301,-0.8113919781070267,0.911131947257387,247
Treatment-Control,Trust:Television,Checked,-0.005048131370634623,-0.4601308812170324,0.45821769320768313,1276
Treatment-Control,Trust:Radio,Checked,0.33335886613808,-0.38730873269072175,1.0617998368940724,358
Treatment-Control,Trust:Newspapers,Checked,-0.23153765071227198,-0.8481834019829481,0.39655364960346323,549
Treatment-Control,Trust:Govt. Briefings,Checked,-0.3362885027263416,-0.8122933201344992,0.153955111863486,1268
Treatment-Control,Trust:National Health Authorities,Checked,0.1303781143052443,-0.34044241872189457,0.5911534950526102,2393
Treatment-Control,Trust:International Health Authorities,Checked,0.09667541568747662,-0.3441043642519615,0.5516798019227233,1769
Treatment-Control,Trust:Healthcare Workers,Checked,0.1311774207221563,-0.3158709107156461,0.578398747145308,2060
Treatment-Control,Trust:Scientists,Checked,0.16894845272654654,-0.2744079023815709,0.6108715365047571,2037
Treatment-Control,Trust:Govt. Websites,Checked,-0.1353247253570838,-0.5928128116832561,0.31537148886950456,1423
Treatment-Control,Trust:Social Media,Checked,0.2262928066550362,-0.5667052986633995,1.0432854055069964,281
Treatment-Control,Trust:Celebrities,Checked,-1.3131699084519215,-2.592789198984079,-0.025089054710091038,101
Treatment-Control,Trust:Search Engines,Checked,0.42748509076279056,-0.22593095354354784,1.0745181914494866,403
Treatment-Control,Trust:Family and friends,Checked,0.3129316257980514,-0.31922613933795146,0.9559064815187491,451
Treatment-Control,Trust:Work Guidelines,Checked,-0.30394065809219606,-0.976517796636151,0.4100661421262485,351
Treatment-Control,Trust:Other,Checked,-1.020588188874736,-2.7443623823397014,0.6978973194060932,27
Treatment-Control,Trust:None of these,Checked,0.3650529469660943,-0.4080834918773993,1.124578680217529,310
