,,,mean,2.5%,97.5%,counts
Treatment,Political,Labour,1.0203495473640962,0.8174597585390015,1.2548985492625764,1060
Treatment,Political,Liberal-Democrat,0.6758572369359286,0.464702927674143,0.9407344738349709,220
Treatment,Political,SNP,1.2867636234017377,0.7801469043749291,1.926516630836204,109
Treatment,Political,Other,1.0275271404373927,0.803829435259301,1.292800420978794,633
Treatment,Ethnicity,Black,1.1491298211978473,0.7135896660880529,1.7632684642751066,109
Treatment,Ethnicity,Asian,1.4241722276792068,0.9786089479575159,1.999424594484768,216
Treatment,Ethnicity,Other,1.2266696354815831,0.647232991917905,2.085886905090891,54
Treatment,Income,Level-0,1.1415408857642788,0.8136158603351368,1.554295286185071,430
Treatment,Income,Level-1,1.085693566101751,0.8062311568700403,1.4312930197961142,593
Treatment,Income,Level-2,0.9286258518945517,0.6887070591698367,1.2212016634707443,581
Treatment,Income,Level-3,0.9094011787496112,0.6920049429161483,1.1713001628772026,726
Treatment,Income,Other,1.018428850476356,0.6648065281634721,1.4877042713705801,179
Treatment-Control,Age,25-34,0.8784433627504639,0.41300390657051944,1.6503470109438696,802
Treatment-Control,Age,35-44,0.7701441739533821,0.35357476876029764,1.4458061945340568,776
Treatment-Control,Age,45-54,0.6792598686442841,0.30796597159668615,1.297851157195948,690
Treatment-Control,Age,55-64,0.7043737015099834,0.2865267081780803,1.4649600132379248,564
Treatment-Control,Age,65+,0.42928687139244465,0.12377354282647957,1.078829018177928,664
Treatment-Control,Gender,Female,1.4043135390538533,0.9438993270567898,2.04315148369484,2283
Treatment-Control,Gender,Other,4.004226844379798,0.44900730939102185,14.841193809285514,25
Treatment-Control,Education,Level-0,1.7964329469542581,0.5690523123285257,4.333558085434572,178
Treatment-Control,Education,Level-1,1.3036721463121914,0.6777905582047695,2.338526461372018,1151
Treatment-Control,Education,Level-2,1.6798257509470487,0.8117219349265309,3.0957328792799705,691
Treatment-Control,Education,Level-3,1.1512347763382595,0.5974935702702637,1.9750057872373776,1045
Treatment-Control,Education,Other,1.798508535292981,0.6873203646485003,3.9161707915318322,307
Treatment-Control,Employment,Unemployed,0.40310172669050703,0.1688502977362901,0.8268638546162749,221
Treatment-Control,Employment,Student,0.6131985669626481,0.21555388127714498,1.4259182791873775,198
Treatment-Control,Employment,Retired,1.219069411530796,0.41898710769331043,2.705581394617558,647
Treatment-Control,Employment,Other,0.7773445160813229,0.38648321498178306,1.388437302796812,401
Treatment-Control,Religion,Jewish,0.32020268297806653,0.04838001122259088,1.1698280574490507,44
Treatment-Control,Religion,Muslim,0.46734231146365224,0.15090358630697073,1.1195549905475102,151
Treatment-Control,Religion,Atheist,0.6894598354499207,0.442766913941327,1.0295312651555106,1343
Treatment-Control,Religion,Other,0.4849356226190264,0.2756079024576816,0.7909667135227894,734
Treatment-Control,Political,Labour,1.1392014223893054,0.6821589847713035,1.7935662490441462,1410
Treatment-Control,Political,Liberal-Democrat,0.7353102914323448,0.3260431515791652,1.4574556281830737,307
Treatment-Control,Political,SNP,1.3843803382825195,0.4918544201636547,3.185081731665466,153
Treatment-Control,Political,Other,1.1339615280224393,0.6345530556953953,1.8476143673181977,845
Treatment-Control,Ethnicity,Black,0.7236818200077664,0.23021945476981814,1.803001668218599,136
Treatment-Control,Ethnicity,Asian,1.7194913688634441,0.7656944525799817,3.3715100883012283,298
Treatment-Control,Ethnicity,Other,2.157411864287804,0.5499509006023869,5.6583303736792985,73
Treatment-Control,Income,Level-0,1.07131443135616,0.5008881575121508,2.0334482507087066,584
Treatment-Control,Income,Level-1,1.4538890990311952,0.7288576936951348,2.645090509552106,790
Treatment-Control,Income,Level-2,0.9107826337252647,0.4452077681471776,1.6865232459217143,748
Treatment-Control,Income,Level-3,0.8409231731444482,0.4304259609963352,1.43814489240491,956
Treatment-Control,Income,Other,1.0928077120758848,0.4488761378375932,2.2676180269724893,247
