,,,mean,2.5%,97.5%,counts
Control,Income,Level-2,0.5914650769287316,0.009742824089162208,1.1835880512274926,126
Control,Income,Level-3,0.4403271535355299,-0.08298105412292404,0.973461045725624,208
Control,Income,Other,0.5159764326956997,-0.22650708202199799,1.265032083685677,71
Treatment,Age,25-34,0.3770181987500484,0.018206224452459754,0.7456919824803526,480
Treatment,Age,35-44,0.46280746071900686,0.08951124785023949,0.8447541633116511,469
Treatment,Age,45-54,0.5031369409694589,0.12706831651097747,0.8870347819050027,570
Treatment,Age,55-64,0.4931108210550409,0.10817596298059122,0.8794997996492987,479
Treatment,Age,65+,0.478976531575763,0.05532763812882088,0.8866173962798168,748
Treatment,Gender,Female,0.27193587626112287,0.11600958149568324,0.43743397623650193,1705
Treatment,Gender,Other,-0.5584941014641163,-1.3641326701504026,0.21727309950833665,30
Treatment,Education,Level-0,-0.08828782665475471,-0.5250049168772936,0.34829429606219664,137
Treatment,Education,Level-1,0.21257553463932738,-0.054671880491713974,0.4863462670556242,955
Treatment,Education,Level-2,0.27583458145690576,-0.006062647054428556,0.5536042637298838,508
Treatment,Education,Level-3,0.03165668579985694,-0.23475683010016735,0.29600825278320947,664
Treatment,Education,Other,0.36303207070315735,-0.03952482053210051,0.7883158935582827,175
Treatment,Employment,Unemployed,0.006531660392679856,-0.3043726227467053,0.3104934323218515,257
Treatment,Employment,Student,0.08571520154907585,-0.41661541910993755,0.5852871117337666,94
Treatment,Employment,Retired,0.16236696300338435,-0.10242227825127861,0.4278336664296836,726
Treatment,Employment,Other,0.18848483672382765,-0.08103245011523727,0.4567745273909764,380
Treatment,Religion,Jewish,-0.44788726608547413,-0.854370845929011,-0.058351441664451054,138
Treatment,Religion,Muslim,-0.5914651846349392,-1.1353258832212174,-0.07486729402702919,102
Treatment,Religion,Atheist,-0.20706769640657285,-0.47160641942642106,0.05388770162558565,304
Treatment,Religion,Other,0.017693567004797652,-0.19071712070592017,0.23018493749647664,640
Treatment,Political,Democrat,-0.10025947949606405,-0.29544860008368956,0.09855800251203911,1023
Treatment,Political,Other,0.21853144387118395,0.0167631279441484,0.4197615865900517,987
Treatment,Ethnicity,Hispanic,-0.046322285170593364,-0.3831605370326395,0.28942073996163675,211
Treatment,Ethnicity,Black,0.24192995962060515,-0.02892227320606746,0.5085930563414558,367
Treatment,Ethnicity,Asian,-0.41931171198697065,-0.8516117148020023,-0.0009387441745856566,127
Treatment,Ethnicity,Other,-0.040789279677630776,-0.3993179282948967,0.306629168092832,194
Treatment,Income,Level-0,0.0702626437068162,-0.26213124046777636,0.40388236334318084,383
Treatment,Income,Level-1,-0.0026176196927246887,-0.2822455859727919,0.28006859588861616,680
Treatment,Income,Level-2,-0.27282633334874495,-0.5636132225341522,0.012024476259871558,499
Treatment,Income,Level-3,-0.10546011740099656,-0.3662971167095398,0.1529936358733348,671
Treatment,Income,Other,-0.1270757597039416,-0.5441460894843524,0.28572693422846757,160
Treatment-Control,Age,25-34,0.5447562566938406,-0.04666820647381094,1.1653745986634707,729
Treatment-Control,Age,35-44,0.27063950566301603,-0.36797499335249695,0.9150303163267905,695
Treatment-Control,Age,45-54,0.04101184095100739,-0.6653357480619083,0.7303106667379377,667
Treatment-Control,Age,55-64,0.12220166623660743,-0.6150946448623551,0.858811291150493,554
Treatment-Control,Age,65+,0.24222348517146194,-0.5410115644124728,1.041950899206187,869
Treatment-Control,Gender,Female,0.07327550257510788,-0.2917175370291805,0.44398260585837723,2204
Treatment-Control,Gender,Other,-1.9292499810102244,-4.067645872110037,0.12904735949709015,39
Treatment-Control,Education,Level-0,-0.17494077309122166,-1.094471134778311,0.7415762314984945,189
Treatment-Control,Education,Level-1,-0.28180413270301446,-0.8983127365503991,0.34888417305946173,1256
Treatment-Control,Education,Level-2,-0.17020379125346183,-0.7882209865524575,0.4795940085922736,641
Treatment-Control,Education,Level-3,-0.37445395101451084,-0.9576212959784648,0.21316405577121256,898
Treatment-Control,Education,Other,-0.12951381831098904,-0.9833213918078252,0.7272641112512639,251
Treatment-Control,Employment,Unemployed,-0.06475360693080125,-0.624923036540196,0.49233398244131615,374
Treatment-Control,Employment,Student,0.10842400642215728,-0.6679503752899549,0.8558134007309454,176
Treatment-Control,Employment,Retired,0.1934946956994699,-0.4839607012465693,0.8649737660721768,836
Treatment-Control,Employment,Other,-0.05049902689734122,-0.6613939648099029,0.5829843904703497,459
Treatment-Control,Religion,Jewish,-0.7545130615182883,-1.7942417079220807,0.37817483684202957,165
Treatment-Control,Religion,Muslim,-0.5193759382340744,-1.412114513824213,0.3847016866814139,159
Treatment-Control,Religion,Atheist,-0.15011204622452892,-0.7704566790322688,0.45475827534752894,381
Treatment-Control,Religion,Other,-0.032046774458643304,-0.48383991470455834,0.40196034527942565,896
Treatment-Control,Political,Democrat,0.06241866678759744,-0.3660237091825886,0.5179280300210652,1389
Treatment-Control,Political,Other,0.05730521953507818,-0.38071628049638434,0.4982213609352092,1323
Treatment-Control,Ethnicity,Hispanic,0.13440919592306758,-0.49416539654501623,0.7645006962956544,312
Treatment-Control,Ethnicity,Black,0.0637514514220436,-0.46102363550210207,0.5893440540367816,510
Treatment-Control,Ethnicity,Asian,-0.38440370155660636,-1.1682870069006723,0.40834916138835897,187
Treatment-Control,Ethnicity,Other,-0.9875314571645697,-1.649926943370203,-0.31383132939503033,287
Treatment-Control,Income,Level-0,-0.8297220794525536,-1.5698728161693185,-0.11640987736740067,561
Treatment-Control,Income,Level-1,-0.5731047690368176,-1.2196370589693093,0.057039672713213745,871
Treatment-Control,Income,Level-2,-0.864291410277475,-1.5260702526369503,-0.19912497112373553,625
Treatment-Control,Income,Level-3,-0.5457872709365268,-1.1407963759044313,0.017505733086229675,879
Treatment-Control,Income,Other,-0.6430521923996422,-1.5067223469613977,0.19252612115756076,231
