,Mean,2.5%,97.5%,ESS,Rhat
"beta_Social_media_usage[1,1]",-0.06,-1.13,1.05,778,1.01
"beta_Social_media_usage[2,1]",-0.19,-1.2,0.86,585,1.01
"beta_Social_media_usage[1,2]",-0.03,-1.12,1.11,819,1.01
"beta_Social_media_usage[2,2]",-0.5,-1.51,0.54,614,1.01
"beta_Social_media_usage[1,3]",-0.41,-1.45,0.65,755,1.01
"beta_Social_media_usage[2,3]",-0.44,-1.45,0.58,593,1.01
"beta_Social_media_usage[1,4]",-0.31,-1.35,0.77,742,1.01
"beta_Social_media_usage[2,4]",-0.22,-1.24,0.81,585,1.01
"beta_Social_media_usage[1,5]",-0.34,-1.37,0.71,749,1.01
"beta_Social_media_usage[2,5]",-0.2,-1.23,0.82,596,1.01
"beta_Social_media_usage[1,6]",-0.43,-1.48,0.64,760,1.01
"beta_Social_media_usage[2,6]",-0.16,-1.16,0.91,634,1.01
"beta_Social_media_usage[1,7]",-0.22,-1.26,0.87,716,1.01
"beta_Social_media_usage[2,7]",-0.22,-1.25,0.81,608,1.01
mu_beta_Social_media_usage[1],-0.07,-1.36,1.25,1835,1.0
mu_beta_Social_media_usage[2],-0.18,-1.44,1.11,2299,1.0
mu_beta_Social_media_usage[3],-0.28,-1.58,0.98,1773,1.0
mu_beta_Social_media_usage[4],-0.17,-1.42,1.12,1895,1.0
mu_beta_Social_media_usage[5],-0.18,-1.49,1.12,1852,1.0
mu_beta_Social_media_usage[6],-0.2,-1.48,1.11,1829,1.0
mu_beta_Social_media_usage[7],-0.17,-1.42,1.15,1956,1.0
mu_beta,4.97,3.77,6.14,4771,1.0
beta[1],7.59,6.93,8.26,3588,1.0
beta[2],7.3,6.94,7.67,3544,1.0
mu_delta[1],1.71,0.34,4.0,4280,1.0
mu_delta[2],1.44,0.28,3.41,4891,1.0
mu_delta[3],1.59,0.34,3.75,4280,1.0
"delta[1,1]",0.38,0.34,0.43,5341,1.0
"delta[2,1]",0.38,0.35,0.4,4607,1.0
"delta[1,2]",0.27,0.21,0.33,4888,1.0
"delta[2,2]",0.29,0.26,0.32,4466,1.0
"delta[1,3]",0.34,0.28,0.4,4695,1.0
"delta[2,3]",0.33,0.3,0.37,3585,1.0
mu_alpha[1],-1.27,-2.73,0.16,2594,1.0
mu_alpha[2],0.53,-0.93,1.99,2885,1.0
mu_alpha[3],1.83,0.37,3.29,2468,1.0
"alpha[1,1]",-1.92,-3.4,-0.48,1986,1.0
"alpha[2,1]",-1.83,-3.27,-0.37,1850,1.0
"alpha[1,2]",0.76,-0.71,2.21,2052,1.0
"alpha[2,2]",0.87,-0.56,2.31,1855,1.0
"alpha[1,3]",2.71,1.24,4.21,2078,1.0
"alpha[2,3]",2.8,1.36,4.24,1863,1.0
